"","team","competition","season","wprob","dprob","lprob"
"87","Southampton","Premier League",2025,0.580386095905231,0.218139290505198,0.201474613589572
"88","Ipswich Town","Premier League",2025,0.201474613589572,0.218139290505198,0.580386095905231
"89","Tottenham","Premier League",2025,0.929556447861444,0.0526228858021873,0.0178206663363684
"90","Brentford","Premier League",2025,0.0178206663363684,0.0526228858021873,0.929556447861444
"91","Fulham","Premier League",2025,0.548661792367554,0.214723052401121,0.236615155231325
"92","Newcastle Utd","Premier League",2025,0.236615155231325,0.214723052401121,0.548661792367554
"93","Aston Villa","Premier League",2025,0.749054433321018,0.1890267735673,0.0619187931116827
"94","Wolves","Premier League",2025,0.0619187931116827,0.1890267735673,0.749054433321018
"95","Crystal Palace","Premier League",2025,0.198069252544913,0.246393433080718,0.55553731437437
"96","Manchester Utd","Premier League",2025,0.55553731437437,0.246393433080718,0.198069252544913
"97","Brighton","Premier League",2025,0.214757465024755,0.292858376272676,0.492384158702569
"98","Nott'ham Forest","Premier League",2025,0.492384158702569,0.292858376272676,0.214757465024755
"99","Manchester City","Premier League",2025,0.749018742755168,0.172334150306606,0.0786471069382268
"100","Arsenal","Premier League",2025,0.0786471069382268,0.172334150306606,0.749018742755168
"101","Newcastle Utd","Premier League",2025,0.565171323727599,0.261362288775231,0.17346638749717
"102","Manchester City","Premier League",2025,0.17346638749717,0.261362288775231,0.565171323727599
"103","Chelsea","Premier League",2025,0.939193232521667,0.044370073715174,0.0164366937631591
"104","Brighton","Premier League",2025,0.0164366937631591,0.044370073715174,0.939193232521667
"105","Arsenal","Premier League",2025,0.993116083778916,0.0060819521029283,0.000801964118156095
"106","Leicester City","Premier League",2025,0.000801964118156095,0.0060819521029283,0.993116083778916
"107","Brentford","Premier League",2025,0.128735693443424,0.356484339122078,0.514779967434498
"108","West Ham","Premier League",2025,0.514779967434498,0.356484339122078,0.128735693443424
"109","Everton","Premier League",2025,0.323637187893384,0.331614804074304,0.344748008032313
"110","Crystal Palace","Premier League",2025,0.344748008032313,0.331614804074304,0.323637187893384
"111","Nott'ham Forest","Premier League",2025,0.182292309956877,0.298451686450714,0.519256003592409
"112","Fulham","Premier League",2025,0.519256003592409,0.298451686450714,0.182292309956877
"113","Wolves","Premier League",2025,0.0254644250047848,0.0992588243345414,0.875276750660674
"114","Liverpool","Premier League",2025,0.875276750660674,0.0992588243345414,0.0254644250047848
"115","Ipswich Town","Premier League",2025,0.443775858521591,0.31125339716752,0.24497074431089
"116","Aston Villa","Premier League",2025,0.24497074431089,0.31125339716752,0.443775858521591
"117","Manchester Utd","Premier League",2025,0.0069806502099541,0.0238354957139276,0.969183854076118
"118","Tottenham","Premier League",2025,0.969183854076118,0.0238354957139276,0.0069806502099541
"119","Bournemouth","Premier League",2025,0.591602399293688,0.270495551031383,0.13790204967493
"120","Southampton","Premier League",2025,0.13790204967493,0.270495551031383,0.591602399293688
"121","Crystal Palace","Premier League",2025,0.159675432851317,0.274201546054984,0.566123021093699
"122","Liverpool","Premier League",2025,0.566123021093699,0.274201546054984,0.159675432851317
"123","Manchester City","Premier League",2025,0.178888961329117,0.1889665536549,0.632144485015984
"124","Fulham","Premier League",2025,0.632144485015984,0.1889665536549,0.178888961329117
"125","Brentford","Premier League",2025,0.942679503456045,0.0418467568354787,0.0154737397084768
"126","Wolves","Premier League",2025,0.0154737397084768,0.0418467568354787,0.942679503456045
"127","West Ham","Premier League",2025,0.957317618901261,0.0340527821179972,0.00862959898074247
"128","Ipswich Town","Premier League",2025,0.00862959898074247,0.0340527821179972,0.957317618901261
"129","Arsenal","Premier League",2025,0.850968015031762,0.106111666197269,0.0429203187709682
"130","Southampton","Premier League",2025,0.0429203187709682,0.106111666197269,0.850968015031762
"131","Leicester City","Premier League",2025,0.0918012677135803,0.190658243335869,0.717540488950551
"132","Bournemouth","Premier League",2025,0.717540488950551,0.190658243335869,0.0918012677135803
"133","Everton","Premier League",2025,0.0735789683415018,0.190994291891145,0.735426739767353
"134","Newcastle Utd","Premier League",2025,0.735426739767353,0.190994291891145,0.0735789683415018
"135","Aston Villa","Premier League",2025,0.255925299375006,0.442758554394655,0.301316146230339
"136","Manchester Utd","Premier League",2025,0.301316146230339,0.442758554394655,0.255925299375006
"137","Chelsea","Premier League",2025,0.761193511074183,0.151964778676407,0.0868417102494102
"138","Nott'ham Forest","Premier League",2025,0.0868417102494102,0.151964778676407,0.761193511074183
"139","Brighton","Premier League",2025,0.48957157222358,0.259795483507102,0.250632944269319
"140","Tottenham","Premier League",2025,0.250632944269319,0.259795483507102,0.48957157222358
"141","Tottenham","Premier League",2025,0.668308235413713,0.215668453771056,0.11602331081523
"142","West Ham","Premier League",2025,0.11602331081523,0.215668453771056,0.668308235413713
"143","Southampton","Premier League",2025,0.168504065829963,0.195030234576501,0.636465699593536
"144","Leicester City","Premier League",2025,0.636465699593536,0.195030234576501,0.168504065829963
"145","Ipswich Town","Premier League",2025,0.246165022448785,0.253903681580299,0.499931295970916
"146","Everton","Premier League",2025,0.499931295970916,0.253903681580299,0.246165022448785
"147","Newcastle Utd","Premier League",2025,0.596608074251439,0.222493651648144,0.180898274100418
"148","Brighton","Premier League",2025,0.180898274100418,0.222493651648144,0.596608074251439
"149","Fulham","Premier League",2025,0.395370638362248,0.271159404085407,0.333469957552345
"150","Aston Villa","Premier League",2025,0.333469957552345,0.271159404085407,0.395370638362248
"151","Manchester Utd","Premier League",2025,0.483177233654046,0.294296042453164,0.222526723892791
"152","Brentford","Premier League",2025,0.222526723892791,0.294296042453164,0.483177233654046
"153","Bournemouth","Premier League",2025,0.695778183428338,0.216586198998537,0.0876356175731246
"154","Arsenal","Premier League",2025,0.0876356175731246,0.216586198998537,0.695778183428338
"155","Wolves","Premier League",2025,0.153612046375223,0.264315041761695,0.582072911863083
"156","Manchester City","Premier League",2025,0.582072911863083,0.264315041761695,0.153612046375223
"157","Liverpool","Premier League",2025,0.657829911642041,0.21841219228609,0.12375789607187
"158","Chelsea","Premier League",2025,0.12375789607187,0.21841219228609,0.657829911642041
"159","Nott'ham Forest","Premier League",2025,0.583354539725632,0.23538068897366,0.181264771300708
"160","Crystal Palace","Premier League",2025,0.181264771300708,0.23538068897366,0.583354539725632
"161","Leicester City","Premier League",2025,0.132275453585711,0.246807991280771,0.620916555133518
"162","Nott'ham Forest","Premier League",2025,0.620916555133518,0.246807991280771,0.132275453585711
"163","Brentford","Premier League",2025,0.897048343442592,0.0693979843914466,0.0335536721659612
"164","Ipswich Town","Premier League",2025,0.0335536721659612,0.0693979843914466,0.897048343442592
"165","Brighton","Premier League",2025,0.358929309986792,0.275178415716664,0.365892274296544
"166","Wolves","Premier League",2025,0.365892274296544,0.275178415716664,0.358929309986792
"167","Manchester City","Premier League",2025,0.952569515101383,0.0417224720006502,0.00570801289796683
"168","Southampton","Premier League",2025,0.00570801289796683,0.0417224720006502,0.952569515101383
"169","Aston Villa","Premier League",2025,0.771671777167231,0.17983702004573,0.04849120278704
"170","Bournemouth","Premier League",2025,0.04849120278704,0.17983702004573,0.771671777167231
"171","Everton","Premier League",2025,0.225761108136124,0.301812531891481,0.472426359972395
"172","Fulham","Premier League",2025,0.472426359972395,0.301812531891481,0.225761108136124
"173","Chelsea","Premier League",2025,0.300158266252267,0.288289881758111,0.411551851989622
"174","Newcastle Utd","Premier League",2025,0.411551851989622,0.288289881758111,0.300158266252267
"175","West Ham","Premier League",2025,0.539394454925519,0.214128953044013,0.246476592030468
"176","Manchester Utd","Premier League",2025,0.246476592030468,0.214128953044013,0.539394454925519
"177","Crystal Palace","Premier League",2025,0.332452930338501,0.36407969066885,0.303467378992649
"178","Tottenham","Premier League",2025,0.303467378992649,0.36407969066885,0.332452930338501
"179","Arsenal","Premier League",2025,0.361241988882173,0.346798621047706,0.291959390070121
"180","Liverpool","Premier League",2025,0.291959390070121,0.346798621047706,0.361241988882173
"181","Newcastle Utd","Premier League",2025,0.156165093282088,0.327568794078049,0.516266112639863
"182","Arsenal","Premier League",2025,0.516266112639863,0.327568794078049,0.156165093282088
"183","Southampton","Premier League",2025,0.137593358287591,0.25363436683698,0.60877227487543
"184","Everton","Premier League",2025,0.60877227487543,0.25363436683698,0.137593358287591
"185","Liverpool","Premier League",2025,0.534642303556827,0.252355478472501,0.213002217970672
"186","Brighton","Premier League",2025,0.213002217970672,0.252355478472501,0.534642303556827
"187","Nott'ham Forest","Premier League",2025,0.916216731088049,0.0760479676251977,0.00773530128675355
"188","West Ham","Premier League",2025,0.00773530128675355,0.0760479676251977,0.916216731088049
"189","Ipswich Town","Premier League",2025,0.234195779344972,0.261006734656684,0.504797485998344
"190","Leicester City","Premier League",2025,0.504797485998344,0.261006734656684,0.234195779344972
"191","Bournemouth","Premier League",2025,0.499076773363965,0.230987397879436,0.2699358287566
"192","Manchester City","Premier League",2025,0.2699358287566,0.230987397879436,0.499076773363965
"193","Wolves","Premier League",2025,0.177714387080074,0.211249872814175,0.611035740105751
"194","Crystal Palace","Premier League",2025,0.611035740105751,0.211249872814175,0.177714387080074
"195","Tottenham","Premier League",2025,0.523344484441373,0.246795655488625,0.229859860070002
"196","Aston Villa","Premier League",2025,0.229859860070002,0.246795655488625,0.523344484441373
"197","Manchester Utd","Premier League",2025,0.607712835424428,0.238750632837756,0.153536531737816
"198","Chelsea","Premier League",2025,0.153536531737816,0.238750632837756,0.607712835424428
"199","Fulham","Premier League",2025,0.542753364231175,0.286148328470112,0.171098307298713
"200","Brentford","Premier League",2025,0.171098307298713,0.286148328470112,0.542753364231175
"201","Brentford","Premier League",2025,0.128705496518931,0.196588261338981,0.674706242142088
"202","Bournemouth","Premier League",2025,0.674706242142088,0.196588261338981,0.128705496518931
"203","West Ham","Premier League",2025,0.259395209623602,0.317046033761888,0.423558756614511
"204","Everton","Premier League",2025,0.423558756614511,0.317046033761888,0.259395209623602
"205","Crystal Palace","Premier League",2025,0.310823089012183,0.25543221953679,0.433744691451027
"206","Fulham","Premier League",2025,0.433744691451027,0.25543221953679,0.310823089012183
"207","Wolves","Premier League",2025,0.586969234365373,0.302365634770543,0.110665130864085
"208","Southampton","Premier League",2025,0.110665130864085,0.302365634770543,0.586969234365373
"209","Brighton","Premier League",2025,0.312377041212181,0.222823484612272,0.464799474175547
"210","Manchester City","Premier League",2025,0.464799474175547,0.222823484612272,0.312377041212181
"211","Liverpool","Premier League",2025,0.547166744219498,0.231830246871772,0.22100300890873
"212","Aston Villa","Premier League",2025,0.22100300890873,0.231830246871772,0.547166744219498
"213","Manchester Utd","Premier League",2025,0.330376764593883,0.393608725009891,0.276014510396226
"214","Leicester City","Premier League",2025,0.276014510396226,0.393608725009891,0.330376764593883
"215","Nott'ham Forest","Premier League",2025,0.108896094564906,0.224288540948812,0.666815364486283
"216","Newcastle Utd","Premier League",2025,0.666815364486283,0.224288540948812,0.108896094564906
"217","Tottenham","Premier League",2025,0.327888852337748,0.293510504800818,0.378600642861435
"218","Ipswich Town","Premier League",2025,0.378600642861435,0.293510504800818,0.327888852337748
"219","Chelsea","Premier League",2025,0.364245111699978,0.267175909701212,0.368578978598811
"220","Arsenal","Premier League",2025,0.368578978598811,0.267175909701212,0.364245111699978
"221","Leicester City","Premier League",2025,0.0297148827862262,0.119335266503331,0.850949850710443
"222","Chelsea","Premier League",2025,0.850949850710443,0.119335266503331,0.0297148827862262
"223","Arsenal","Premier League",2025,0.598562482687275,0.302263573239499,0.0991739440732257
"224","Nott'ham Forest","Premier League",2025,0.0991739440732257,0.302263573239499,0.598562482687275
"225","Bournemouth","Premier League",2025,0.5405524615492,0.261155996636706,0.198291541814094
"226","Brighton","Premier League",2025,0.198291541814094,0.261155996636706,0.5405524615492
"227","Aston Villa","Premier League",2025,0.82279938437067,0.123196087558146,0.0540045280711845
"228","Crystal Palace","Premier League",2025,0.0540045280711845,0.123196087558146,0.82279938437067
"229","Everton","Premier League",2025,0.370365124732285,0.298589363958861,0.331045511308854
"230","Brentford","Premier League",2025,0.331045511308854,0.298589363958861,0.370365124732285
"231","Fulham","Premier League",2025,0.251471674191683,0.330365692474687,0.41816263333363
"232","Wolves","Premier League",2025,0.41816263333363,0.330365692474687,0.251471674191683
"233","Manchester City","Premier League",2025,0.291058994084416,0.228160843836442,0.480780162079143
"234","Tottenham","Premier League",2025,0.480780162079143,0.228160843836442,0.291058994084416
"235","Southampton","Premier League",2025,0.123712382588654,0.189840049050711,0.686447568360635
"236","Liverpool","Premier League",2025,0.686447568360635,0.189840049050711,0.123712382588654
"237","Ipswich Town","Premier League",2025,0.586311501523763,0.254341034806937,0.1593474636693
"238","Manchester Utd","Premier League",2025,0.1593474636693,0.254341034806937,0.586311501523763
"239","Newcastle Utd","Premier League",2025,0.579652644893095,0.242487983792275,0.177859371314631
"240","West Ham","Premier League",2025,0.177859371314631,0.242487983792275,0.579652644893095
"241","Brighton","Premier League",2025,0.542744502890421,0.257788217150937,0.199467279958642
"242","Southampton","Premier League",2025,0.199467279958642,0.257788217150937,0.542744502890421
"243","Crystal Palace","Premier League",2025,0.855145942520886,0.139558772017397,0.00529528546171651
"244","Newcastle Utd","Premier League",2025,0.00529528546171651,0.139558772017397,0.855145942520886
"245","Wolves","Premier League",2025,0.00610964976299424,0.0299726146044092,0.963917735632597
"246","Bournemouth","Premier League",2025,0.963917735632597,0.0299726146044092,0.00610964976299424
"247","Nott'ham Forest","Premier League",2025,0.698241260153021,0.217630447354168,0.0841282924928102
"248","Ipswich Town","Premier League",2025,0.0841282924928102,0.217630447354168,0.698241260153021
"249","Brentford","Premier League",2025,0.72842798633665,0.191669039290388,0.0799029743729616
"250","Leicester City","Premier League",2025,0.0799029743729616,0.191669039290388,0.72842798633665
"251","West Ham","Premier League",2025,0.0544916193364661,0.106076036033916,0.839432344629618
"252","Arsenal","Premier League",2025,0.839432344629618,0.106076036033916,0.0544916193364661
"253","Chelsea","Premier League",2025,0.487377888613354,0.251607339540158,0.261014771846488
"254","Aston Villa","Premier League",2025,0.261014771846488,0.251607339540158,0.487377888613354
"255","Tottenham","Premier League",2025,0.164604581159587,0.256708609316482,0.578686809523931
"256","Fulham","Premier League",2025,0.578686809523931,0.256708609316482,0.164604581159587
"257","Manchester Utd","Premier League",2025,0.488493867877076,0.326785660364028,0.184720471758896
"258","Everton","Premier League",2025,0.184720471758896,0.326785660364028,0.488493867877076
"259","Liverpool","Premier League",2025,0.937319941525467,0.0495814658226826,0.0130985926518503
"260","Manchester City","Premier League",2025,0.0130985926518503,0.0495814658226826,0.937319941525467
"261","Ipswich Town","Premier League",2025,0.0952054061134508,0.222502376171619,0.682292217714931
"262","Crystal Palace","Premier League",2025,0.682292217714931,0.222502376171619,0.0952054061134508
"263","Leicester City","Premier League",2025,0.158590231176331,0.166224652289802,0.675185116533867
"264","West Ham","Premier League",2025,0.675185116533867,0.166224652289802,0.158590231176331
"265","Everton","Premier League",2025,0.381920833011509,0.350012557880421,0.26806660910807
"266","Wolves","Premier League",2025,0.26806660910807,0.350012557880421,0.381920833011509
"267","Newcastle Utd","Premier League",2025,0.417978487085441,0.2266705870099,0.355350925904658
"268","Liverpool","Premier League",2025,0.355350925904658,0.2266705870099,0.417978487085441
"269","Manchester City","Premier League",2025,0.717102347812633,0.179014597492862,0.103883054694505
"270","Nott'ham Forest","Premier League",2025,0.103883054694505,0.179014597492862,0.717102347812633
"271","Southampton","Premier League",2025,0.00901188405054834,0.0276360923789373,0.963352023570514
"272","Chelsea","Premier League",2025,0.963352023570514,0.0276360923789373,0.00901188405054834
"273","Arsenal","Premier League",2025,0.879961556103856,0.102342056964712,0.017696386931432
"274","Manchester Utd","Premier League",2025,0.017696386931432,0.102342056964712,0.879961556103856
"275","Aston Villa","Premier League",2025,0.729161728381855,0.171276234943616,0.0995620366745293
"276","Brentford","Premier League",2025,0.0995620366745293,0.171276234943616,0.729161728381855
"277","Fulham","Premier League",2025,0.254847861562602,0.291284338092895,0.453867800344503
"278","Brighton","Premier League",2025,0.453867800344503,0.291284338092895,0.254847861562602
"279","Bournemouth","Premier League",2025,0.907974481394845,0.0653035224357272,0.0267219961694283
"280","Tottenham","Premier League",2025,0.0267219961694283,0.0653035224357272,0.907974481394845
"281","Brentford","Premier League",2025,0.301750545247031,0.273145328760383,0.425104125992586
"282","Newcastle Utd","Premier League",2025,0.425104125992586,0.273145328760383,0.301750545247031
"283","Crystal Palace","Premier League",2025,0.328783749275173,0.276783574939172,0.394432675785656
"284","Manchester City","Premier League",2025,0.394432675785656,0.276783574939172,0.328783749275173
"285","Aston Villa","Premier League",2025,0.855811989787608,0.115318761866932,0.0288692483454606
"286","Southampton","Premier League",2025,0.0288692483454606,0.115318761866932,0.855811989787608
"287","Manchester Utd","Premier League",2025,0.60622822476911,0.239816909468366,0.153954865762523
"288","Nott'ham Forest","Premier League",2025,0.153954865762523,0.239816909468366,0.60622822476911
"289","Fulham","Premier League",2025,0.00739763474368345,0.0786177891901965,0.91398457606612
"290","Arsenal","Premier League",2025,0.91398457606612,0.0786177891901965,0.00739763474368345
"291","Ipswich Town","Premier League",2025,0.060792884850933,0.110096438426939,0.829110676722128
"292","Bournemouth","Premier League",2025,0.829110676722128,0.110096438426939,0.060792884850933
"293","Leicester City","Premier League",2025,0.311593238049732,0.281112478806053,0.407294283144216
"294","Brighton","Premier League",2025,0.407294283144216,0.281112478806053,0.311593238049732
"295","Tottenham","Premier League",2025,0.402314440031538,0.228753974764784,0.368931585203678
"296","Chelsea","Premier League",2025,0.368931585203678,0.228753974764784,0.402314440031538
"297","West Ham","Premier League",2025,0.239129900617901,0.265586070100847,0.495284029281252
"298","Wolves","Premier League",2025,0.495284029281252,0.265586070100847,0.239129900617901
"299","Newcastle Utd","Premier League",2025,0.983478946640642,0.0148277739981151,0.00169327936124293
"300","Leicester City","Premier League",2025,0.00169327936124293,0.0148277739981151,0.983478946640642
"301","Arsenal","Premier League",2025,0.692918868368732,0.282505777094375,0.0245753545368934
"302","Everton","Premier League",2025,0.0245753545368934,0.282505777094375,0.692918868368732
"303","Wolves","Premier League",2025,0.380286931231033,0.28670086456121,0.333012204207758
"304","Ipswich Town","Premier League",2025,0.333012204207758,0.28670086456121,0.380286931231033
"305","Liverpool","Premier League",2025,0.60536661866792,0.21389299280544,0.18074038852664
"306","Fulham","Premier League",2025,0.18074038852664,0.21389299280544,0.60536661866792
"307","Nott'ham Forest","Premier League",2025,0.749382542179992,0.188316646848795,0.0623008109712132
"308","Aston Villa","Premier League",2025,0.0623008109712132,0.188316646848795,0.749382542179992
"309","Brighton","Premier League",2025,0.118415476168558,0.176376441583226,0.705208082248215
"310","Crystal Palace","Premier League",2025,0.705208082248215,0.176376441583226,0.118415476168558
"311","Manchester City","Premier League",2025,0.0984592238023531,0.205381532696713,0.696159243500934
"312","Manchester Utd","Premier League",2025,0.696159243500934,0.205381532696713,0.0984592238023531
"313","Southampton","Premier League",2025,0.0782368841497676,0.160044617895227,0.761718497955006
"314","Tottenham","Premier League",2025,0.761718497955006,0.160044617895227,0.0782368841497676
"315","Chelsea","Premier League",2025,0.510285633588434,0.233486877141433,0.256227489270133
"316","Brentford","Premier League",2025,0.256227489270133,0.233486877141433,0.510285633588434
"317","Bournemouth","Premier League",2025,0.372309974956342,0.232820163377275,0.394869861666383
"318","West Ham","Premier League",2025,0.394869861666383,0.232820163377275,0.372309974956342
"319","Aston Villa","Premier League",2025,0.540034518652249,0.258828865279567,0.201136616068185
"320","Manchester City","Premier League",2025,0.201136616068185,0.258828865279567,0.540034518652249
"321","West Ham","Premier League",2025,0.457758418728597,0.288245675337041,0.253995905934363
"322","Brighton","Premier League",2025,0.253995905934363,0.288245675337041,0.457758418728597
"323","Brentford","Premier League",2025,0.272741587716588,0.35186236644046,0.375396045842952
"324","Nott'ham Forest","Premier League",2025,0.375396045842952,0.35186236644046,0.272741587716588
"325","Ipswich Town","Premier League",2025,0.0620463547975727,0.150165471543332,0.787788173659095
"326","Newcastle Utd","Premier League",2025,0.787788173659095,0.150165471543332,0.0620463547975727
"327","Crystal Palace","Premier League",2025,0.117325799812685,0.164025920674309,0.718648279513007
"328","Arsenal","Premier League",2025,0.718648279513007,0.164025920674309,0.117325799812685
"329","Manchester Utd","Premier League",2025,0.541787072115193,0.22535289090726,0.232860036977547
"330","Bournemouth","Premier League",2025,0.232860036977547,0.22535289090726,0.541787072115193
"331","Fulham","Premier League",2025,0.508822483799442,0.385601983335402,0.105575532865157
"332","Southampton","Premier League",2025,0.105575532865157,0.385601983335402,0.508822483799442
"333","Everton","Premier League",2025,0.282288786036852,0.311083164486765,0.406628049476383
"334","Chelsea","Premier League",2025,0.406628049476383,0.311083164486765,0.282288786036852
